SubjectID, UTMEasting, UTMNorthing, ObservationDate, ObservationTime, ObsTimeDate, TheoreticDayTime, ObsDay, ObsWeek, ObsNum
F101, 170946, 9779661, 22-Aug-07, 21:26, 39316.89306, 134.21041, 134, 19, 174
F101, 171333, 9782242, 25-Aug-07, 23:25, 39319.97569, 137.29304, 137, 19, 175
F101, 171333, 9782242, 25-Aug-07, 23:35, 39319.98264, 137.29999, 137, 19, 176
F101, 171333, 9782242, 25-Aug-07, 23:45, 39319.98958, 137.30693, 137, 19, 177
F101, 171333, 9782242, 25-Aug-07, 23:55, 39319.99653, 137.31388, 137, 19, 178
F101, 171333, 9782242, 26-Aug-07, 0:05, 39320.00347, 137.32082, 137, 19, 179
F101, 171106, 9782218, 27-Aug-07, 16:52, 39321.70278, 139.02013, 139, 19, 180
F101, 171383, 9782184, 28-Aug-07, 17:33, 39322.73125, 140.0486, 140, 20, 181
F101, 171106, 9782218, 29-Aug-07, 17:48, 39323.74167, 141.05902, 141, 20, 182
F101, 171106, 9782218, 29-Aug-07, 17:58, 39323.74861, 141.06596, 141, 20, 183
F101, 171106, 9782218, 29-Aug-07, 18:08, 39323.75556, 141.07291, 141, 20, 184
F101, 171106, 9782218, 29-Aug-07, 18:18, 39323.7625, 141.07985, 141, 20, 185
F101, 171106, 9782218, 29-Aug-07, 18:28, 39323.76944, 141.08679, 141, 20, 186
F101, 171106, 9782218, 29-Aug-07, 18:38, 39323.77639, 141.09374, 141, 20, 187
F101, 171106, 9782218, 29-Aug-07, 18:48, 39323.78333, 141.10068, 141, 20, 188
F101, 171106, 9782218, 29-Aug-07, 18:58, 39323.79028, 141.10763, 141, 20, 189
F101, 171106, 9782218, 29-Aug-07, 19:08, 39323.79722, 141.11457, 141, 20, 190
F101, 171106, 9782218, 30-Aug-07, 17:45, 39324.73958, 142.05693, 142, 20, 191
F101, 171106, 9782218, 30-Aug-07, 17:55, 39324.74653, 142.06388, 142, 20, 192
F101, 171106, 9782218, 30-Aug-07, 18:05, 39324.75347, 142.07082, 142, 20, 193
F101, 171106, 9782218, 30-Aug-07, 18:15, 39324.76042, 142.07777, 142, 20, 194
F101, 171106, 9782218, 30-Aug-07, 18:25, 39324.76736, 142.08471, 142, 20, 195
F101, 171106, 9782218, 30-Aug-07, 18:35, 39324.77431, 142.09166, 142, 20, 196
F101, 171106, 9782218, 30-Aug-07, 18:45, 39324.78125, 142.0986, 142, 20, 197
F101, 171383, 9782184, 30-Aug-07, 18:55, 39324.78819, 142.10554, 142, 20, 198
F101, 171383, 9782184, 30-Aug-07, 19:05, 39324.79514, 142.11249, 142, 20, 199
F101, 172079, 9783489, 31-Aug-07, 2:48, 39325.11667, 142.43402, 142, 20, 200
F101, 171665, 9783055, 31-Aug-07, 2:59, 39325.12431, 142.44166, 142, 20, 201
F101, 171655, 9782612, 31-Aug-07, 3:12, 39325.13333, 142.45068, 142, 20, 202
F101, 171106, 9782218, 31-Aug-07, 3:19, 39325.13819, 142.45554, 142, 20, 203
F101, 171106, 9782218, 31-Aug-07, 18:01, 39325.75069, 143.06804, 143, 20, 204
F101, 171106, 9782218, 31-Aug-07, 18:11, 39325.75764, 143.07499, 143, 20, 205
F101, 171106, 9782218, 31-Aug-07, 18:21, 39325.76458, 143.08193, 143, 20, 206
F101, 171106, 9782218, 31-Aug-07, 18:31, 39325.77153, 143.08888, 143, 20, 207
F101, 171106, 9782218, 31-Aug-07, 18:41, 39325.77847, 143.09582, 143, 20, 208
F101, 171106, 9782218, 31-Aug-07, 18:51, 39325.78542, 143.10277, 143, 20, 209
F101, 171106, 9782218, 31-Aug-07, 19:01, 39325.79236, 143.10971, 143, 20, 210
F101, 171106, 9782218, 31-Aug-07, 19:11, 39325.79931, 143.11666, 143, 20, 211
F101, 171106, 9782218, 1-Sep-07, 5:58, 39326.24861, 143.56596, 143, 20, 212
F101, 171259, 9782085, 1-Sep-07, 6:08, 39326.25556, 143.57291, 143, 20, 213
F101, 171259, 9782085, 1-Sep-07, 6:18, 39326.2625, 143.57985, 143, 20, 214
F101, 171383, 9782184, 1-Sep-07, 18:32, 39326.77222, 144.08957, 144, 20, 215
F101, 171383, 9782184, 1-Sep-07, 18:42, 39326.77917, 144.09652, 144, 20, 216
F101, 171383, 9782184, 1-Sep-07, 18:51, 39326.78542, 144.10277, 144, 20, 217
F101, 171383, 9782184, 1-Sep-07, 18:52, 39326.78611, 144.10346, 144, 20, 218
F101, 171383, 9782184, 1-Sep-07, 18:58, 39326.79028, 144.10763, 144, 20, 219
F101, 171383, 9782184, 1-Sep-07, 19:02, 39326.79306, 144.11041, 144, 20, 220
F101, 171383, 9782184, 1-Sep-07, 19:12, 39326.8, 144.11735, 144, 20, 221
F101, 171106, 9782218, 2-Sep-07, 18:30, 39327.77083, 145.08818, 145, 20, 222
F101, 171106, 9782218, 2-Sep-07, 18:40, 39327.77778, 145.09513, 145, 20, 223
F101, 171106, 9782218, 2-Sep-07, 18:50, 39327.78472, 145.10207, 145, 20, 224
F101, 171383, 9782184, 2-Sep-07, 18:58, 39327.79028, 145.10763, 145, 20, 225
F101, 171383, 9782184, 2-Sep-07, 19:00, 39327.79167, 145.10902, 145, 20, 226
F101, 171106, 9782218, 3-Sep-07, 18:39, 39328.77708, 146.09443, 146, 20, 227
F101, 171106, 9782218, 3-Sep-07, 18:49, 39328.78403, 146.10138, 146, 20, 228
F101, 171106, 9782218, 3-Sep-07, 19:54, 39328.82917, 146.14652, 146, 20, 229
F101, 171364, 9782176, 5-Sep-07, 18:44, 39330.78056, 148.09791, 148, 21, 230
F101, 171364, 9782176, 5-Sep-07, 18:55, 39330.78819, 148.10554, 148, 21, 231
F101, 171364, 9782176, 5-Sep-07, 19:05, 39330.79514, 148.11249, 148, 21, 232
F101, 171364, 9782176, 5-Sep-07, 19:15, 39330.80208, 148.11943, 148, 21, 233
F101, 171364, 9782176, 5-Sep-07, 19:25, 39330.80903, 148.12638, 148, 21, 234
F101, 171364, 9782176, 5-Sep-07, 19:35, 39330.81597, 148.13332, 148, 21, 235
F101, 171364, 9782176, 5-Sep-07, 19:45, 39330.82292, 148.14027, 148, 21, 236
F101, 171392, 9782165, 6-Sep-07, 18:27, 39331.76875, 149.0861, 149, 21, 237
F101, 171392, 9782165, 6-Sep-07, 18:35, 39331.77431, 149.09166, 149, 21, 238
F101, 171392, 9782165, 6-Sep-07, 18:45, 39331.78125, 149.0986, 149, 21, 239
F101, 171392, 9782165, 6-Sep-07, 18:55, 39331.78819, 149.10554, 149, 21, 240
F101, 171392, 9782165, 6-Sep-07, 19:05, 39331.79514, 149.11249, 149, 21, 241
F101, 171392, 9782165, 6-Sep-07, 19:15, 39331.80208, 149.11943, 149, 21, 242
F101, 171603, 9782547, 11-Sep-07, 19:27, 39336.81042, 154.12777, 154, 22, 243
F101, 171603, 9782547, 11-Sep-07, 19:28, 39336.81111, 154.12846, 154, 22, 244
F101, 171982, 9782930, 11-Sep-07, 19:37, 39336.81736, 154.13471, 154, 22, 245
F101, 172798, 9783125, 11-Sep-07, 19:47, 39336.82431, 154.14166, 154, 22, 246
F101, 173135, 9783166, 11-Sep-07, 19:50, 39336.82639, 154.14374, 154, 22, 247
F101, 173510, 9783281, 11-Sep-07, 19:53, 39336.82847, 154.14582, 154, 22, 248
F101, 173796, 9783446, 11-Sep-07, 19:57, 39336.83125, 154.1486, 154, 22, 249
F101, 174192, 9783725, 11-Sep-07, 20:02, 39336.83472, 154.15207, 154, 22, 250
F101, 174379, 9783966, 11-Sep-07, 20:07, 39336.83819, 154.15554, 154, 22, 251
F101, 174849, 9784346, 11-Sep-07, 20:18, 39336.84583, 154.16318, 154, 22, 252
